@RELATION burstmodel
@ATTRIBUTE dealer {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player1−1 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player1-2 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player2-1 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player2-2 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player3-1 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player3-2 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player4-1 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player4-2 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE card-1 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE card-2 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE total NUMERIC
@ATTRIBUTE result {burst, non-burst}
@DATA
FIVE,TWO,THREE,NINE,SIX,NINE,FIVE,SEVEN,NINE,ACE,NONE,15,non-burst
FIVE,TWO,THREE,NINE,SIX,NINE,FIVE,SEVEN,NINE,NONE,NONE,16,burst
NINE,SEVEN,SIX,TEN,NINE,NINE,ACE,FIVE,QUEEN,NONE,NONE,13,burst
NINE,SEVEN,SIX,TEN,NINE,NINE,ACE,FIVE,QUEEN,NONE,NONE,15,non-burst
FOUR,QUEEN,THREE,QUEEN,SIX,TEN,EIGHT,NINE,FIVE,NONE,NONE,13,burst
FOUR,QUEEN,THREE,QUEEN,SIX,TEN,EIGHT,NINE,FIVE,NONE,NONE,16,non-burst
FOUR,QUEEN,THREE,QUEEN,SIX,TEN,EIGHT,NINE,FIVE,NONE,NONE,14,burst
NINE,TEN,SEVEN,TWO,ACE,SEVEN,FIVE,TWO,KING,NONE,NONE,13,non-burst
NINE,TEN,SEVEN,TWO,ACE,SEVEN,FIVE,TWO,KING,QUEEN,NONE,13,non-burst
NINE,TEN,SEVEN,TWO,ACE,SEVEN,FIVE,TWO,KING,NONE,NONE,12,non-burst
NINE,TEN,SEVEN,TWO,ACE,SEVEN,FIVE,TWO,KING,NONE,NONE,12,burst
KING,ACE,QUEEN,SIX,FOUR,TEN,FIVE,NINE,TEN,NONE,NONE,10,non-burst
KING,ACE,QUEEN,SIX,FOUR,TEN,FIVE,NINE,TEN,NONE,NONE,15,burst
TWO,EIGHT,KING,SEVEN,TWO,ACE,SIX,FOUR,SEVEN,NONE,NONE,9,non-burst
TWO,EIGHT,KING,SEVEN,TWO,ACE,SIX,FOUR,SEVEN,NONE,NONE,11,non-burst
SEVEN,ACE,THREE,SEVEN,SIX,JACK,FOUR,SEVEN,TWO,NONE,NONE,14,non-burst
SEVEN,ACE,THREE,SEVEN,SIX,JACK,FOUR,SEVEN,TWO,NONE,NONE,13,non-burst
SEVEN,ACE,THREE,SEVEN,SIX,JACK,FOUR,SEVEN,TWO,NONE,NONE,14,burst
SEVEN,ACE,THREE,SEVEN,SIX,JACK,FOUR,SEVEN,TWO,NONE,NONE,9,non-burst
KING,TWO,FOUR,TWO,TEN,EIGHT,SEVEN,ACE,EIGHT,NONE,NONE,6,non-burst
KING,TWO,FOUR,TWO,TEN,EIGHT,SEVEN,ACE,EIGHT,JACK,NONE,16,non-burst
KING,TWO,FOUR,TWO,TEN,EIGHT,SEVEN,ACE,EIGHT,NONE,NONE,12,non-burst
KING,TWO,FOUR,TWO,TEN,EIGHT,SEVEN,ACE,EIGHT,NONE,NONE,15,non-burst
KING,EIGHT,TWO,QUEEN,FIVE,JACK,ACE,SEVEN,FOUR,NONE,NONE,10,non-burst
KING,EIGHT,TWO,QUEEN,FIVE,JACK,ACE,SEVEN,FOUR,SIX,NONE,16,burst
KING,EIGHT,TWO,QUEEN,FIVE,JACK,ACE,SEVEN,FOUR,NONE,NONE,15,non-burst
KING,EIGHT,TWO,QUEEN,FIVE,JACK,ACE,SEVEN,FOUR,NONE,NONE,11,non-burst
KING,EIGHT,TWO,QUEEN,FIVE,JACK,ACE,SEVEN,FOUR,FOUR,NONE,15,non-burst
SEVEN,FOUR,QUEEN,EIGHT,FOUR,KING,FOUR,NINE,QUEEN,NONE,NONE,14,burst
SEVEN,FOUR,QUEEN,EIGHT,FOUR,KING,FOUR,NINE,QUEEN,NONE,NONE,12,burst
SEVEN,FOUR,QUEEN,EIGHT,FOUR,KING,FOUR,NINE,QUEEN,NONE,NONE,14,non-burst
NINE,FIVE,THREE,SEVEN,THREE,NINE,JACK,SEVEN,FOUR,NONE,NONE,8,non-burst
NINE,FIVE,THREE,SEVEN,THREE,NINE,JACK,SEVEN,FOUR,NONE,NONE,10,non-burst
NINE,FIVE,THREE,SEVEN,THREE,NINE,JACK,SEVEN,FOUR,NONE,NONE,11,non-burst
ACE,FOUR,NINE,QUEEN,THREE,THREE,KING,EIGHT,THREE,NONE,NONE,13,non-burst
ACE,FOUR,NINE,QUEEN,THREE,THREE,KING,EIGHT,THREE,THREE,NONE,16,burst
ACE,FOUR,NINE,QUEEN,THREE,THREE,KING,EIGHT,THREE,NONE,NONE,13,non-burst
ACE,FOUR,NINE,QUEEN,THREE,THREE,KING,EIGHT,THREE,NONE,NONE,13,non-burst
ACE,FOUR,NINE,QUEEN,THREE,THREE,KING,EIGHT,THREE,NONE,NONE,11,non-burst
ACE,FOUR,NINE,QUEEN,THREE,THREE,KING,EIGHT,THREE,TWO,NONE,13,non-burst
SEVEN,THREE,FOUR,SEVEN,QUEEN,QUEEN,THREE,KING,JACK,NONE,NONE,7,non-burst
SEVEN,THREE,FOUR,SEVEN,QUEEN,QUEEN,THREE,KING,JACK,SIX,NONE,13,non-burst
SEVEN,THREE,FOUR,SEVEN,QUEEN,QUEEN,THREE,KING,JACK,NONE,NONE,13,non-burst
JACK,QUEEN,TWO,FOUR,TWO,SIX,FOUR,KING,THREE,NONE,NONE,12,non-burst
JACK,QUEEN,TWO,FOUR,TWO,SIX,FOUR,KING,THREE,NONE,NONE,6,non-burst
JACK,QUEEN,TWO,FOUR,TWO,SIX,FOUR,KING,THREE,NINE,NONE,15,burst
JACK,QUEEN,TWO,FOUR,TWO,SIX,FOUR,KING,THREE,NONE,NONE,10,non-burst
JACK,QUEEN,TWO,FOUR,TWO,SIX,FOUR,KING,THREE,THREE,NONE,13,non-burst
JACK,QUEEN,TWO,FOUR,TWO,SIX,FOUR,KING,THREE,THREE,TWO,15,non-burst
JACK,QUEEN,TWO,FOUR,TWO,SIX,FOUR,KING,THREE,NONE,NONE,13,non-burst
NINE,THREE,SIX,SIX,TEN,JACK,JACK,EIGHT,NINE,NONE,NONE,9,non-burst
NINE,THREE,SIX,SIX,TEN,JACK,JACK,EIGHT,NINE,FOUR,NONE,13,burst
NINE,THREE,SIX,SIX,TEN,JACK,JACK,EIGHT,NINE,NONE,NONE,16,burst
NINE,EIGHT,FIVE,JACK,SEVEN,JACK,SEVEN,QUEEN,JACK,NONE,NONE,13,non-burst
FOUR,TEN,THREE,SIX,SIX,NINE,TWO,FIVE,THREE,NONE,NONE,13,non-burst
FOUR,TEN,THREE,SIX,SIX,NINE,TWO,FIVE,THREE,TWO,NONE,15,non-burst
FOUR,TEN,THREE,SIX,SIX,NINE,TWO,FIVE,THREE,NONE,NONE,12,burst
FOUR,TEN,THREE,SIX,SIX,NINE,TWO,FIVE,THREE,NONE,NONE,11,non-burst
FOUR,TEN,THREE,SIX,SIX,NINE,TWO,FIVE,THREE,FIVE,NONE,16,burst
FOUR,TEN,THREE,SIX,SIX,NINE,TWO,FIVE,THREE,NONE,NONE,8,non-burst
ACE,FIVE,SEVEN,NINE,EIGHT,SEVEN,NINE,EIGHT,SIX,NONE,NONE,12,non-burst
ACE,FIVE,SEVEN,NINE,EIGHT,SEVEN,NINE,EIGHT,SIX,TWO,NONE,14,non-burst
ACE,FIVE,SEVEN,NINE,EIGHT,SEVEN,NINE,EIGHT,SIX,NONE,NONE,16,burst
ACE,FIVE,SEVEN,NINE,EIGHT,SEVEN,NINE,EIGHT,SIX,NONE,NONE,14,non-burst
THREE,NINE,TWO,TWO,THREE,TWO,ACE,QUEEN,FIVE,NONE,NONE,11,non-burst
THREE,NINE,TWO,TWO,THREE,TWO,ACE,QUEEN,FIVE,NONE,NONE,5,non-burst
THREE,NINE,TWO,TWO,THREE,TWO,ACE,QUEEN,FIVE,NINE,NONE,14,non-burst
THREE,NINE,TWO,TWO,THREE,TWO,ACE,QUEEN,FIVE,NONE,NONE,13,non-burst
THREE,NINE,TWO,TWO,THREE,TWO,ACE,QUEEN,FIVE,NONE,NONE,15,non-burst
JACK,TEN,SEVEN,JACK,SEVEN,QUEEN,SEVEN,SEVEN,FIVE,NONE,NONE,12,burst
TWO,FOUR,JACK,KING,JACK,TWO,FIVE,FIVE,FIVE,NONE,NONE,14,non-burst
TWO,FOUR,JACK,KING,JACK,TWO,FIVE,FIVE,FIVE,NONE,NONE,7,non-burst
TWO,FOUR,JACK,KING,JACK,TWO,FIVE,FIVE,FIVE,SEVEN,NONE,14,burst
TWO,FOUR,JACK,KING,JACK,TWO,FIVE,FIVE,FIVE,NONE,NONE,10,non-burst
TWO,FOUR,JACK,KING,JACK,TWO,FIVE,FIVE,FIVE,SIX,NONE,16,non-burst
THREE,EIGHT,TEN,TWO,TWO,ACE,SIX,FOUR,EIGHT,NONE,NONE,4,non-burst
THREE,EIGHT,TEN,TWO,TWO,ACE,SIX,FOUR,EIGHT,JACK,NONE,14,burst
THREE,EIGHT,TEN,TWO,TWO,ACE,SIX,FOUR,EIGHT,NONE,NONE,12,burst
FOUR,ACE,TEN,QUEEN,SIX,SIX,TEN,QUEEN,TEN,NONE,NONE,16,burst
FOUR,ACE,TEN,QUEEN,SIX,SIX,TEN,QUEEN,TEN,NONE,NONE,16,non-burst
THREE,JACK,THREE,QUEEN,TEN,JACK,KING,FIVE,SEVEN,NONE,NONE,13,non-burst
THREE,JACK,THREE,QUEEN,TEN,JACK,KING,FIVE,SEVEN,NONE,NONE,12,non-burst
FIVE,SEVEN,SIX,ACE,JACK,KING,TWO,EIGHT,FIVE,NONE,NONE,13,non-burst
FIVE,SEVEN,SIX,ACE,JACK,KING,TWO,EIGHT,FIVE,NONE,NONE,12,non-burst
FIVE,SEVEN,SIX,ACE,JACK,KING,TWO,EIGHT,FIVE,NONE,NONE,13,non-burst
SIX,KING,EIGHT,QUEEN,TEN,FIVE,FOUR,JACK,TWO,NONE,NONE,9,non-burst
SIX,KING,EIGHT,QUEEN,TEN,FIVE,FOUR,JACK,TWO,NONE,NONE,12,non-burst
EIGHT,EIGHT,KING,JACK,ACE,FIVE,FOUR,FIVE,EIGHT,NONE,NONE,9,non-burst
EIGHT,EIGHT,KING,JACK,ACE,FIVE,FOUR,FIVE,EIGHT,FOUR,NONE,13,burst
EIGHT,EIGHT,KING,JACK,ACE,FIVE,FOUR,FIVE,EIGHT,NONE,NONE,13,non-burst
EIGHT,EIGHT,KING,JACK,ACE,FIVE,FOUR,FIVE,EIGHT,TWO,NONE,15,non-burst
FIVE,THREE,FIVE,JACK,SEVEN,ACE,NINE,THREE,QUEEN,NONE,NONE,8,non-burst
FIVE,THREE,FIVE,JACK,SEVEN,ACE,NINE,THREE,QUEEN,NONE,NONE,13,non-burst
SEVEN,EIGHT,QUEEN,KING,SEVEN,NINE,NINE,QUEEN,FIVE,NONE,NONE,15,non-burst
SEVEN,EIGHT,QUEEN,KING,SEVEN,NINE,NINE,QUEEN,FIVE,ACE,NONE,16,burst
ACE,TWO,THREE,TWO,EIGHT,QUEEN,FIVE,FIVE,FIVE,NONE,NONE,5,non-burst
ACE,TWO,THREE,TWO,EIGHT,QUEEN,FIVE,FIVE,FIVE,QUEEN,NONE,15,burst
ACE,TWO,THREE,TWO,EIGHT,QUEEN,FIVE,FIVE,FIVE,NONE,NONE,10,non-burst
ACE,TWO,THREE,TWO,EIGHT,QUEEN,FIVE,FIVE,FIVE,THREE,NONE,13,burst
ACE,TWO,THREE,TWO,EIGHT,QUEEN,FIVE,FIVE,FIVE,NONE,NONE,15,burst
ACE,TWO,THREE,TWO,EIGHT,QUEEN,FIVE,FIVE,FIVE,NONE,NONE,10,non-burst
SEVEN,KING,SIX,TEN,NINE,TWO,ACE,THREE,SEVEN,NONE,NONE,16,burst
SEVEN,KING,SIX,TEN,NINE,TWO,ACE,THREE,SEVEN,NONE,NONE,13,non-burst
SEVEN,KING,SIX,TEN,NINE,TWO,ACE,THREE,SEVEN,NONE,NONE,10,non-burst
SEVEN,KING,SIX,TEN,NINE,TWO,ACE,THREE,SEVEN,TWO,NONE,12,non-burst
SEVEN,KING,SIX,TEN,NINE,TWO,ACE,THREE,SEVEN,TWO,TWO,14,burst
FOUR,FIVE,SIX,NINE,TWO,FOUR,NINE,EIGHT,FOUR,NONE,NONE,11,non-burst
FOUR,FIVE,SIX,NINE,TWO,FOUR,NINE,EIGHT,FOUR,NONE,NONE,11,non-burst
FOUR,FIVE,SIX,NINE,TWO,FOUR,NINE,EIGHT,FOUR,NONE,NONE,13,non-burst
FOUR,FIVE,SIX,NINE,TWO,FOUR,NINE,EIGHT,FOUR,NONE,NONE,12,non-burst
KING,THREE,SIX,QUEEN,TWO,SIX,JACK,JACK,ACE,NONE,NONE,9,non-burst
KING,THREE,SIX,QUEEN,TWO,SIX,JACK,JACK,ACE,NONE,NONE,12,non-burst
KING,THREE,SIX,QUEEN,TWO,SIX,JACK,JACK,ACE,NONE,NONE,16,burst
TWO,THREE,KING,SIX,NINE,THREE,SEVEN,SEVEN,QUEEN,NONE,NONE,13,non-burst
TWO,THREE,KING,SIX,NINE,THREE,SEVEN,SEVEN,QUEEN,TWO,NONE,15,burst
TWO,THREE,KING,SIX,NINE,THREE,SEVEN,SEVEN,QUEEN,NONE,NONE,15,non-burst
TWO,THREE,KING,SIX,NINE,THREE,SEVEN,SEVEN,QUEEN,NONE,NONE,10,non-burst
EIGHT,SEVEN,QUEEN,KING,NINE,SEVEN,FIVE,SIX,TWO,NONE,NONE,12,non-burst
EIGHT,SEVEN,QUEEN,KING,NINE,SEVEN,FIVE,SIX,TWO,FOUR,NONE,16,non-burst
EIGHT,SEVEN,QUEEN,KING,NINE,SEVEN,FIVE,SIX,TWO,NONE,NONE,8,non-burst
EIGHT,SEVEN,QUEEN,KING,NINE,SEVEN,FIVE,SIX,TWO,SIX,NONE,14,non-burst
FIVE,QUEEN,SIX,SEVEN,THREE,SIX,THREE,SIX,SIX,NONE,NONE,16,burst
FIVE,QUEEN,SIX,SEVEN,THREE,SIX,THREE,SIX,SIX,NONE,NONE,10,non-burst
FIVE,QUEEN,SIX,SEVEN,THREE,SIX,THREE,SIX,SIX,SIX,NONE,16,non-burst
FIVE,QUEEN,SIX,SEVEN,THREE,SIX,THREE,SIX,SIX,NONE,NONE,9,non-burst
FIVE,QUEEN,SIX,SEVEN,THREE,SIX,THREE,SIX,SIX,SEVEN,NONE,16,burst
FIVE,QUEEN,SIX,SEVEN,THREE,SIX,THREE,SIX,SIX,NONE,NONE,12,non-burst
SEVEN,NINE,JACK,SIX,TWO,SEVEN,SIX,SEVEN,FIVE,NONE,NONE,8,non-burst
SEVEN,NINE,JACK,SIX,TWO,SEVEN,SIX,SEVEN,FIVE,NONE,NONE,13,non-burst
SEVEN,NINE,JACK,SIX,TWO,SEVEN,SIX,SEVEN,FIVE,TWO,NONE,15,burst
SEVEN,NINE,JACK,SIX,TWO,SEVEN,SIX,SEVEN,FIVE,NONE,NONE,12,non-burst
EIGHT,ACE,TEN,SIX,TEN,FIVE,THREE,SIX,TEN,NONE,NONE,16,non-burst
EIGHT,ACE,TEN,SIX,TEN,FIVE,THREE,SIX,TEN,NONE,NONE,8,non-burst
EIGHT,ACE,TEN,SIX,TEN,FIVE,THREE,SIX,TEN,SIX,NONE,14,non-burst
EIGHT,ACE,TEN,SIX,TEN,FIVE,THREE,SIX,TEN,NONE,NONE,16,non-burst
QUEEN,SEVEN,TEN,FIVE,JACK,EIGHT,FIVE,EIGHT,NINE,NONE,NONE,15,burst
QUEEN,SEVEN,TEN,FIVE,JACK,EIGHT,FIVE,EIGHT,NINE,NONE,NONE,13,non-burst
QUEEN,SEVEN,TEN,FIVE,JACK,EIGHT,FIVE,EIGHT,NINE,ACE,NONE,14,burst
EIGHT,EIGHT,SIX,NINE,NINE,ACE,TEN,JACK,SIX,NONE,NONE,14,non-burst
EIGHT,EIGHT,SIX,NINE,NINE,ACE,TEN,JACK,SIX,TWO,NONE,16,non-burst
EIGHT,EIGHT,SIX,NINE,NINE,ACE,TEN,JACK,SIX,NONE,NONE,16,burst
JACK,EIGHT,SEVEN,TEN,SEVEN,THREE,ACE,THREE,SIX,NONE,NONE,15,burst
JACK,EIGHT,SEVEN,TEN,SEVEN,THREE,ACE,THREE,SIX,NONE,NONE,14,non-burst
JACK,EIGHT,SEVEN,TEN,SEVEN,THREE,ACE,THREE,SIX,JACK,NONE,14,burst
JACK,EIGHT,SEVEN,TEN,SEVEN,THREE,ACE,THREE,SIX,NONE,NONE,9,non-burst
JACK,EIGHT,SEVEN,TEN,SEVEN,THREE,ACE,THREE,SIX,FIVE,NONE,14,non-burst
JACK,JACK,ACE,QUEEN,TWO,EIGHT,SEVEN,EIGHT,JACK,NONE,NONE,12,non-burst
JACK,JACK,ACE,QUEEN,TWO,EIGHT,SEVEN,EIGHT,JACK,NONE,NONE,15,burst
THREE,EIGHT,TWO,TWO,EIGHT,JACK,TEN,JACK,KING,NONE,NONE,10,non-burst
THREE,EIGHT,TWO,TWO,EIGHT,JACK,TEN,JACK,KING,FIVE,NONE,15,burst
THREE,EIGHT,TWO,TWO,EIGHT,JACK,TEN,JACK,KING,NONE,NONE,10,non-burst
THREE,EIGHT,TWO,TWO,EIGHT,JACK,TEN,JACK,KING,THREE,NONE,13,burst
SIX,SEVEN,THREE,FOUR,EIGHT,KING,TEN,QUEEN,FOUR,NONE,NONE,10,non-burst
SIX,SEVEN,THREE,FOUR,EIGHT,KING,TEN,QUEEN,FOUR,NONE,NONE,12,non-burst
SIX,SEVEN,THREE,FOUR,EIGHT,KING,TEN,QUEEN,FOUR,NONE,NONE,14,non-burst
SIX,SEVEN,THREE,FOUR,EIGHT,KING,TEN,QUEEN,FOUR,TWO,NONE,16,burst
NINE,FOUR,TEN,ACE,THREE,JACK,FIVE,SEVEN,JACK,NONE,NONE,14,burst
NINE,FOUR,TEN,ACE,THREE,JACK,FIVE,SEVEN,JACK,NONE,NONE,14,non-burst
NINE,FOUR,TEN,ACE,THREE,JACK,FIVE,SEVEN,JACK,NONE,NONE,15,non-burst
JACK,EIGHT,NINE,NINE,JACK,ACE,FOUR,JACK,THREE,NONE,NONE,15,non-burst
JACK,EIGHT,NINE,NINE,JACK,ACE,FOUR,JACK,THREE,NONE,NONE,13,non-burst
EIGHT,TWO,NINE,ACE,KING,FOUR,QUEEN,SEVEN,TEN,NONE,NONE,11,non-burst
EIGHT,TWO,NINE,ACE,KING,FOUR,QUEEN,SEVEN,TEN,THREE,NONE,14,non-burst
EIGHT,TWO,NINE,ACE,KING,FOUR,QUEEN,SEVEN,TEN,NONE,NONE,14,burst
FIVE,KING,SEVEN,SEVEN,ACE,FOUR,THREE,JACK,SEVEN,NONE,NONE,7,non-burst
FIVE,KING,SEVEN,SEVEN,ACE,FOUR,THREE,JACK,SEVEN,SIX,NONE,13,non-burst
THREE,KING,ACE,TEN,NINE,JACK,SIX,FIVE,TEN,NONE,NONE,16,burst
THREE,KING,ACE,TEN,NINE,JACK,SIX,FIVE,TEN,NONE,NONE,15,non-burst
JACK,EIGHT,TEN,JACK,TEN,ACE,TEN,JACK,FIVE,NONE,NONE,15,burst
NINE,TEN,FIVE,SIX,QUEEN,SIX,QUEEN,ACE,SIX,NONE,NONE,15,non-burst
NINE,TEN,FIVE,SIX,QUEEN,SIX,QUEEN,ACE,SIX,NONE,NONE,16,burst
NINE,TEN,FIVE,SIX,QUEEN,SIX,QUEEN,ACE,SIX,NONE,NONE,16,burst
NINE,FIVE,QUEEN,JACK,SEVEN,FOUR,FOUR,KING,THREE,NONE,NONE,15,burst
NINE,FIVE,QUEEN,JACK,SEVEN,FOUR,FOUR,KING,THREE,NONE,NONE,8,non-burst
NINE,FIVE,QUEEN,JACK,SEVEN,FOUR,FOUR,KING,THREE,FIVE,NONE,13,non-burst
NINE,FIVE,QUEEN,JACK,SEVEN,FOUR,FOUR,KING,THREE,NONE,NONE,13,non-burst
TWO,SEVEN,SIX,SEVEN,FOUR,TWO,NINE,FOUR,JACK,NONE,NONE,13,non-burst
TWO,SEVEN,SIX,SEVEN,FOUR,TWO,NINE,FOUR,JACK,ACE,NONE,14,burst
TWO,SEVEN,SIX,SEVEN,FOUR,TWO,NINE,FOUR,JACK,NONE,NONE,11,non-burst
TWO,SEVEN,SIX,SEVEN,FOUR,TWO,NINE,FOUR,JACK,THREE,NONE,14,non-burst
TWO,SEVEN,SIX,SEVEN,FOUR,TWO,NINE,FOUR,JACK,NONE,NONE,11,non-burst
TWO,SEVEN,SIX,SEVEN,FOUR,TWO,NINE,FOUR,JACK,NONE,NONE,14,non-burst
THREE,TWO,THREE,SIX,TWO,TEN,FOUR,SIX,TEN,NONE,NONE,5,non-burst
THREE,TWO,THREE,SIX,TWO,TEN,FOUR,SIX,TEN,TWO,NONE,7,non-burst
THREE,TWO,THREE,SIX,TWO,TEN,FOUR,SIX,TEN,TWO,EIGHT,15,burst
THREE,TWO,THREE,SIX,TWO,TEN,FOUR,SIX,TEN,NONE,NONE,8,non-burst
THREE,TWO,THREE,SIX,TWO,TEN,FOUR,SIX,TEN,THREE,NONE,11,non-burst
THREE,TWO,THREE,SIX,TWO,TEN,FOUR,SIX,TEN,NONE,NONE,14,burst
THREE,TWO,THREE,SIX,TWO,TEN,FOUR,SIX,TEN,NONE,NONE,16,non-burst
SEVEN,SEVEN,SIX,SEVEN,SEVEN,EIGHT,EIGHT,NINE,SEVEN,NONE,NONE,13,burst
SEVEN,SEVEN,SIX,SEVEN,SEVEN,EIGHT,EIGHT,NINE,SEVEN,NONE,NONE,14,burst
SEVEN,SEVEN,SIX,SEVEN,SEVEN,EIGHT,EIGHT,NINE,SEVEN,NONE,NONE,16,non-burst
SEVEN,SEVEN,SIX,SEVEN,SEVEN,EIGHT,EIGHT,NINE,SEVEN,NONE,NONE,16,non-burst
SEVEN,TWO,QUEEN,NINE,THREE,ACE,NINE,JACK,SIX,NONE,NONE,12,non-burst
SEVEN,TWO,QUEEN,NINE,THREE,ACE,NINE,JACK,SIX,NONE,NONE,12,burst
SEVEN,TWO,QUEEN,NINE,THREE,ACE,NINE,JACK,SIX,NONE,NONE,16,burst
NINE,FIVE,KING,FOUR,TWO,SEVEN,EIGHT,SEVEN,TEN,NONE,NONE,15,non-burst
NINE,FIVE,KING,FOUR,TWO,SEVEN,EIGHT,SEVEN,TEN,NONE,NONE,6,non-burst
NINE,FIVE,KING,FOUR,TWO,SEVEN,EIGHT,SEVEN,TEN,TWO,NONE,8,non-burst
NINE,FIVE,KING,FOUR,TWO,SEVEN,EIGHT,SEVEN,TEN,TWO,SEVEN,15,burst
NINE,FIVE,KING,FOUR,TWO,SEVEN,EIGHT,SEVEN,TEN,NONE,NONE,15,burst
TEN,SIX,TWO,FOUR,NINE,SEVEN,JACK,JACK,FOUR,NONE,NONE,8,non-burst
TEN,SIX,TWO,FOUR,NINE,SEVEN,JACK,JACK,FOUR,NONE,NONE,13,burst
TEN,SIX,TWO,FOUR,NINE,SEVEN,JACK,JACK,FOUR,NONE,NONE,14,non-burst
KING,JACK,SIX,NINE,SEVEN,FOUR,SEVEN,TWO,FOUR,NONE,NONE,16,non-burst
KING,JACK,SIX,NINE,SEVEN,FOUR,SEVEN,TWO,FOUR,NONE,NONE,16,burst
KING,JACK,SIX,NINE,SEVEN,FOUR,SEVEN,TWO,FOUR,NONE,NONE,11,non-burst
KING,JACK,SIX,NINE,SEVEN,FOUR,SEVEN,TWO,FOUR,ACE,NONE,12,non-burst
KING,JACK,SIX,NINE,SEVEN,FOUR,SEVEN,TWO,FOUR,NONE,NONE,6,non-burst
KING,JACK,SIX,NINE,SEVEN,FOUR,SEVEN,TWO,FOUR,TWO,NONE,8,non-burst
KING,JACK,SIX,NINE,SEVEN,FOUR,SEVEN,TWO,FOUR,TWO,SEVEN,15,non-burst
EIGHT,SIX,TWO,KING,QUEEN,SIX,TEN,TWO,JACK,NONE,NONE,8,non-burst
EIGHT,SIX,TWO,KING,QUEEN,SIX,TEN,TWO,JACK,NONE,NONE,16,burst
EIGHT,SIX,TWO,KING,QUEEN,SIX,TEN,TWO,JACK,NONE,NONE,12,non-burst
FIVE,ACE,TEN,NINE,THREE,FOUR,JACK,SIX,NINE,NONE,NONE,12,burst
FIVE,ACE,TEN,NINE,THREE,FOUR,JACK,SIX,NINE,NONE,NONE,14,non-burst
FIVE,ACE,TEN,NINE,THREE,FOUR,JACK,SIX,NINE,NONE,NONE,15,burst
EIGHT,TEN,TEN,EIGHT,EIGHT,KING,FOUR,EIGHT,SIX,NONE,NONE,16,non-burst
EIGHT,TEN,TEN,EIGHT,EIGHT,KING,FOUR,EIGHT,SIX,NONE,NONE,14,non-burst
EIGHT,TEN,TEN,EIGHT,EIGHT,KING,FOUR,EIGHT,SIX,TWO,NONE,16,burst
EIGHT,TEN,TEN,EIGHT,EIGHT,KING,FOUR,EIGHT,SIX,NONE,NONE,14,non-burst
FOUR,QUEEN,FIVE,FOUR,EIGHT,FOUR,EIGHT,FIVE,TEN,NONE,NONE,15,burst
FOUR,QUEEN,FIVE,FOUR,EIGHT,FOUR,EIGHT,FIVE,TEN,NONE,NONE,12,burst
FOUR,QUEEN,FIVE,FOUR,EIGHT,FOUR,EIGHT,FIVE,TEN,NONE,NONE,12,burst
FOUR,QUEEN,FIVE,FOUR,EIGHT,FOUR,EIGHT,FIVE,TEN,NONE,NONE,15,non-burst
TWO,NINE,SEVEN,KING,SEVEN,TWO,ACE,TEN,QUEEN,NONE,NONE,16,burst
TWO,NINE,SEVEN,KING,SEVEN,TWO,ACE,TEN,QUEEN,NONE,NONE,13,non-burst
SIX,QUEEN,QUEEN,NINE,THREE,KING,TWO,FIVE,THREE,NONE,NONE,12,non-burst
SIX,QUEEN,QUEEN,NINE,THREE,KING,TWO,FIVE,THREE,NONE,NONE,12,non-burst
SIX,QUEEN,QUEEN,NINE,THREE,KING,TWO,FIVE,THREE,ACE,NONE,13,non-burst
SIX,QUEEN,QUEEN,NINE,THREE,KING,TWO,FIVE,THREE,ACE,THREE,16,burst
SIX,QUEEN,QUEEN,NINE,THREE,KING,TWO,FIVE,THREE,NONE,NONE,8,non-burst
SIX,QUEEN,QUEEN,NINE,THREE,KING,TWO,FIVE,THREE,FOUR,NONE,12,non-burst
